ufn,plot.taxon.g,cluster,biomass,tot_stom_biom,ind_prop,meanprop,sdprop,n,mean_tot_weight
U1169,Calanoid copepod,A1,138.369,143.8514,0.9618884487742211,0.8897747969143781,0.15251979553347186,112,93.7002
U1169,Cladoceran,A1,0,143.8514,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1169,Decapod,A1,0,143.8514,0,0.01703409634232365,0.07433383176517472,112,93.7002
U1169,Euphausiid,A1,0.616,143.8514,0.00428219676694144,0.024457145730137617,0.07390925764409301,112,93.7002
U1169,Larvacean,A1,0,143.8514,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1169,Other,A1,4.8664,143.8514,0.03382935445883738,0.048778114292320984,0.10013465931939838,112,93.7002
U1173,Amphipod,A1,0,86.2862,0,0.007599326663859872,0.019739373969296738,112,93.7002
U1173,Barnacle,A1,0,86.2862,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1173,Calanoid copepod,A1,85.4854,86.2862,0.9907192575406033,0.8897747969143781,0.15251979553347186,112,93.7002
U1173,Cladoceran,A1,0,86.2862,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1173,Decapod,A1,0,86.2862,0,0.01703409634232365,0.07433383176517472,112,93.7002
U1173,Euphausiid,A1,0.7854,86.2862,0.009102266642869892,0.024457145730137617,0.07390925764409301,112,93.7002
U1173,Larvacean,A1,0,86.2862,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1173,Other,A1,0.0154,86.2862,1.7847581652686063e-4,0.048778114292320984,0.10013465931939838,112,93.7002
U1184,Amphipod,B1,0,5.7904,0,0.017286619184752293,0.04499524881060742,30,58.10163333333333
U1184,Barnacle,B1,0.077,5.7904,0.013297872340425532,0.014908474553033776,0.02643156214695132,30,58.10163333333333
U1184,Calanoid copepod,B1,2.618,5.7904,0.45212765957446804,0.16857974143540191,0.192584098910458,30,58.10163333333333
U1184,Cladoceran,B1,0,5.7904,0,0.0050393944285253775,0.023124063538421905,30,58.10163333333333
U1184,Decapod,B1,0,5.7904,0,0.011615619774954221,0.018634652311342346,30,58.10163333333333
U1184,Euphausiid,B1,0,5.7904,0,7.955407536246921e-4,0.0018589953387540203,30,58.10163333333333
U1184,Larvacean,B1,3.08,5.7904,0.5319148936170213,0.7652448308408177,0.19661356002254066,30,58.10163333333333
U1184,Other,B1,0.0154,5.7904,0.0026595744680851063,0.016529779028890017,0.05155084717778101,30,58.10163333333333
U1191,Amphipod,A1,0,48.6332,0,0.007599326663859872,0.019739373969296738,112,93.7002
U1191,Barnacle,A1,0,48.6332,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1191,Calanoid copepod,A1,48.1558,48.6332,0.9901836605446485,0.8897747969143781,0.15251979553347186,112,93.7002
U1191,Cladoceran,A1,0,48.6332,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1191,Decapod,A1,0,48.6332,0,0.01703409634232365,0.07433383176517472,112,93.7002
U1191,Euphausiid,A1,0.077,48.6332,0.001583280557314756,0.024457145730137617,0.07390925764409301,112,93.7002
U1191,Larvacean,A1,0,48.6332,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1191,Other,A1,0.4004,48.6332,0.008233058898036731,0.048778114292320984,0.10013465931939838,112,93.7002
U1193,Amphipod,A1,0.539,81.43520000000001,0.00661875945537065,0.007599326663859872,0.019739373969296738,112,93.7002
U1193,Barnacle,A1,0.077,81.43520000000001,9.4553706505295e-4,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1193,Calanoid copepod,A1,73.7968,81.43520000000001,0.9062027231467473,0.8897747969143781,0.15251979553347186,112,93.7002
U1193,Cladoceran,A1,0,81.43520000000001,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1193,Decapod,A1,1.232,81.43520000000001,0.0151285930408472,0.01703409634232365,0.07433383176517472,112,93.7002
U1193,Euphausiid,A1,1.9404,81.43520000000001,0.02382753403933434,0.024457145730137617,0.07390925764409301,112,93.7002
U1193,Larvacean,A1,0,81.43520000000001,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1193,Other,A1,3.85,81.43520000000001,0.0472768532526475,0.048778114292320984,0.10013465931939838,112,93.7002
U1298,Amphipod,A1,18.48,162.47,0.1137440758293839,0.007599326663859872,0.019739373969296738,112,93.7002
U1298,Barnacle,A1,0,162.47,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1298,Calanoid copepod,A1,121.814,162.47,0.7497630331753554,0.8897747969143781,0.15251979553347186,112,93.7002
U1298,Cladoceran,A1,0,162.47,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1298,Decapod,A1,0,162.47,0,0.01703409634232365,0.07433383176517472,112,93.7002
U1298,Euphausiid,A1,1.232,162.47,0.007582938388625593,0.024457145730137617,0.07390925764409301,112,93.7002
U1298,Larvacean,A1,0,162.47,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1298,Other,A1,20.944,162.47,0.12890995260663507,0.048778114292320984,0.10013465931939838,112,93.7002
U1318,Amphipod,A1,0,180.8884,0,0.007599326663859872,0.019739373969296738,112,93.7002
U1318,Barnacle,A1,0.0154,180.8884,8.513536523071685e-5,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1318,Calanoid copepod,A1,130.207,180.8884,0.7198195130257109,0.8897747969143781,0.15251979553347186,112,93.7002
U1318,Cladoceran,A1,0,180.8884,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1318,Decapod,A1,0,180.8884,0,0.01703409634232365,0.07433383176517472,112,93.7002
U1318,Euphausiid,A1,0,180.8884,0,0.024457145730137617,0.07390925764409301,112,93.7002
U1318,Larvacean,A1,0,180.8884,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1318,Other,A1,50.666,180.8884,0.2800953516090584,0.048778114292320984,0.10013465931939838,112,93.7002
U1422,Amphipod,A1,0,18.9574,0,0.007599326663859872,0.019739373969296738,112,93.7002
U1422,Barnacle,A1,0,18.9574,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1422,Calanoid copepod,A1,18.9574,18.9574,1,0.8897747969143781,0.15251979553347186,112,93.7002
U1422,Cladoceran,A1,0,18.9574,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1422,Decapod,A1,0,18.9574,0,0.01703409634232365,0.07433383176517472,112,93.7002
U1422,Euphausiid,A1,0,18.9574,0,0.024457145730137617,0.07390925764409301,112,93.7002
U1422,Larvacean,A1,0,18.9574,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1422,Other,A1,0,18.9574,0,0.048778114292320984,0.10013465931939838,112,93.7002
U1423,Amphipod,A1,0.308,133.3024,0.002310536044362292,0.007599326663859872,0.019739373969296738,112,93.7002
U1423,Barnacle,A1,0,133.3024,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1423,Calanoid copepod,A1,131.208,133.3024,0.9842883548983363,0.8897747969143781,0.15251979553347186,112,93.7002
U1423,Cladoceran,A1,0,133.3024,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1423,Decapod,A1,1.694,133.3024,0.012707948243992606,0.01703409634232365,0.07433383176517472,112,93.7002
U1423,Euphausiid,A1,0,133.3024,0,0.024457145730137617,0.07390925764409301,112,93.7002
U1423,Larvacean,A1,0,133.3024,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1423,Other,A1,0.0924,133.3024,6.931608133086876e-4,0.048778114292320984,0.10013465931939838,112,93.7002
U1424,Amphipod,A1,0,8.085,0,0.007599326663859872,0.019739373969296738,112,93.7002
U1424,Barnacle,A1,0,8.085,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1424,Calanoid copepod,A1,8.085,8.085,1,0.8897747969143781,0.15251979553347186,112,93.7002
U1424,Cladoceran,A1,0,8.085,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1424,Decapod,A1,0,8.085,0,0.01703409634232365,0.07433383176517472,112,93.7002
U1424,Euphausiid,A1,0,8.085,0,0.024457145730137617,0.07390925764409301,112,93.7002
U1424,Larvacean,A1,0,8.085,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1424,Other,A1,0,8.085,0,0.048778114292320984,0.10013465931939838,112,93.7002
U1441,Amphipod,A1,0.154,96.25000000000001,0.0015999999999999996,0.007599326663859872,0.019739373969296738,112,93.7002
U1441,Barnacle,A1,0,96.25000000000001,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1441,Calanoid copepod,A1,95.94200000000001,96.25000000000001,0.9967999999999999,0.8897747969143781,0.15251979553347186,112,93.7002
U1441,Cladoceran,A1,0,96.25000000000001,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1441,Decapod,A1,0.154,96.25000000000001,0.0015999999999999996,0.01703409634232365,0.07433383176517472,112,93.7002
U1441,Euphausiid,A1,0,96.25000000000001,0,0.024457145730137617,0.07390925764409301,112,93.7002
U1441,Larvacean,A1,0,96.25000000000001,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1441,Other,A1,0,96.25000000000001,0,0.048778114292320984,0.10013465931939838,112,93.7002
U1465,Amphipod,A1,0,59.3362,0,0.007599326663859872,0.019739373969296738,112,93.7002
U1465,Barnacle,A1,0,59.3362,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1465,Calanoid copepod,A1,59.151399999999995,59.3362,0.9968855437321568,0.8897747969143781,0.15251979553347186,112,93.7002
U1465,Cladoceran,A1,0,59.3362,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1465,Decapod,A1,0,59.3362,0,0.01703409634232365,0.07433383176517472,112,93.7002
U1465,Euphausiid,A1,0.154,59.3362,0.0025953802232026994,0.024457145730137617,0.07390925764409301,112,93.7002
U1465,Larvacean,A1,0,59.3362,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1465,Other,A1,0.0308,59.3362,5.190760446405399e-4,0.048778114292320984,0.10013465931939838,112,93.7002
U1466,Amphipod,A1,0,91.55300000000001,0,0.007599326663859872,0.019739373969296738,112,93.7002
U1466,Barnacle,A1,0,91.55300000000001,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1466,Calanoid copepod,A1,91.01400000000001,91.55300000000001,0.9941126997476871,0.8897747969143781,0.15251979553347186,112,93.7002
U1466,Cladoceran,A1,0,91.55300000000001,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1466,Decapod,A1,0.154,91.55300000000001,0.0016820857863751048,0.01703409634232365,0.07433383176517472,112,93.7002
U1466,Euphausiid,A1,0.385,91.55300000000001,0.004205214465937762,0.024457145730137617,0.07390925764409301,112,93.7002
U1466,Larvacean,A1,0,91.55300000000001,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1466,Other,A1,0,91.55300000000001,0,0.048778114292320984,0.10013465931939838,112,93.7002
U1467,Amphipod,A1,0,71.995,0,0.007599326663859872,0.019739373969296738,112,93.7002
U1467,Barnacle,A1,0,71.995,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1467,Calanoid copepod,A1,71.071,71.995,0.9871657754010694,0.8897747969143781,0.15251979553347186,112,93.7002
U1467,Cladoceran,A1,0,71.995,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1467,Decapod,A1,0,71.995,0,0.01703409634232365,0.07433383176517472,112,93.7002
U1467,Euphausiid,A1,0.924,71.995,0.012834224598930482,0.024457145730137617,0.07390925764409301,112,93.7002
U1467,Larvacean,A1,0,71.995,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1467,Other,A1,0,71.995,0,0.048778114292320984,0.10013465931939838,112,93.7002
U1468,Amphipod,A1,0,41.8264,0,0.007599326663859872,0.019739373969296738,112,93.7002
U1468,Barnacle,A1,0.077,41.8264,0.001840942562592047,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1468,Calanoid copepod,A1,41.58,41.8264,0.9941089837997055,0.8897747969143781,0.15251979553347186,112,93.7002
U1468,Cladoceran,A1,0,41.8264,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1468,Decapod,A1,0,41.8264,0,0.01703409634232365,0.07433383176517472,112,93.7002
U1468,Euphausiid,A1,0.0924,41.8264,0.0022091310751104565,0.024457145730137617,0.07390925764409301,112,93.7002
U1468,Larvacean,A1,0,41.8264,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1468,Other,A1,0.077,41.8264,0.001840942562592047,0.048778114292320984,0.10013465931939838,112,93.7002
U1469,Amphipod,A1,0,70.147,0,0.007599326663859872,0.019739373969296738,112,93.7002
U1469,Barnacle,A1,0,70.147,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
U1469,Calanoid copepod,A1,69.685,70.147,0.9934138309549945,0.8897747969143781,0.15251979553347186,112,93.7002
U1469,Cladoceran,A1,0,70.147,0,6.295866275261536e-5,2.436197173947055e-4,112,93.7002
U1469,Decapod,A1,0.308,70.147,0.004390779363336992,0.01703409634232365,0.07433383176517472,112,93.7002
U1469,Euphausiid,A1,0.154,70.147,0.002195389681668496,0.024457145730137617,0.07390925764409301,112,93.7002
U1469,Larvacean,A1,0,70.147,0,0.01163520710865455,0.04357417935967398,112,93.7002
U1469,Other,A1,0,70.147,0,0.048778114292320984,0.10013465931939838,112,93.7002
U1479,Amphipod,B3,0.924,50.989399999999996,0.01812141347025068,0.006916091600072268,0.013242009059103447,16,47.68995
U1479,Barnacle,B3,5.236,50.989399999999996,0.10268800966475386,0.3454402062894484,0.26613501279862734,16,47.68995
U1479,Calanoid copepod,B3,5.313,50.989399999999996,0.10419812745394141,0.28123553299061,0.23751419042558794,16,47.68995
U1479,Cladoceran,B3,0.077,50.989399999999996,0.0015101177891875567,0.0023240529428443196,0.0026765855278031224,16,47.68995
U1479,Decapod,B3,0.308,50.989399999999996,0.006040471156750227,0.04386180551324643,0.061090145261530615,16,47.68995
U1479,Euphausiid,B3,0,50.989399999999996,0,9.057971014492753e-4,0.003623188405797101,16,47.68995
U1479,Larvacean,B3,0.308,50.989399999999996,0.006040471156750227,0.05136292420824727,0.09853792519642605,16,47.68995
U1479,Other,B3,38.8234,50.989399999999996,0.7614013893083661,0.26795358935408203,0.21490170771902428,16,47.68995
U1480,Amphipod,B1,0,33.0792,0,0.017286619184752293,0.04499524881060742,30,58.10163333333333
U1480,Barnacle,B1,0,33.0792,0,0.014908474553033776,0.02643156214695132,30,58.10163333333333
U1480,Calanoid copepod,B1,2.464,33.0792,0.074487895716946,0.16857974143540191,0.192584098910458,30,58.10163333333333
U1480,Cladoceran,B1,0,33.0792,0,0.0050393944285253775,0.023124063538421905,30,58.10163333333333
U1480,Decapod,B1,0,33.0792,0,0.011615619774954221,0.018634652311342346,30,58.10163333333333
U1480,Euphausiid,B1,0,33.0792,0,7.955407536246921e-4,0.0018589953387540203,30,58.10163333333333
U1480,Larvacean,B1,30.492,33.0792,0.9217877094972067,0.7652448308408177,0.19661356002254066,30,58.10163333333333
U1480,Other,B1,0.1232,33.0792,0.0037243947858473,0.016529779028890017,0.05155084717778101,30,58.10163333333333
U1481,Amphipod,B1,0,86.5942,0,0.017286619184752293,0.04499524881060742,30,58.10163333333333
U1481,Barnacle,B1,0.0308,86.5942,3.5568202027387515e-4,0.014908474553033776,0.02643156214695132,30,58.10163333333333
U1481,Calanoid copepod,B1,0.10780000000000001,86.5942,0.001244887070958563,0.16857974143540191,0.192584098910458,30,58.10163333333333
U1481,Cladoceran,B1,0,86.5942,0,0.0050393944285253775,0.023124063538421905,30,58.10163333333333
U1481,Decapod,B1,0,86.5942,0,0.011615619774954221,0.018634652311342346,30,58.10163333333333
U1481,Euphausiid,B1,0,86.5942,0,7.955407536246921e-4,0.0018589953387540203,30,58.10163333333333
U1481,Larvacean,B1,86.24,86.5942,0.9959096567668504,0.7652448308408177,0.19661356002254066,30,58.10163333333333
U1481,Other,B1,0.21560000000000001,86.5942,0.002489774141917126,0.016529779028890017,0.05155084717778101,30,58.10163333333333
U1482,Amphipod,B1,0,100.6852,0,0.017286619184752293,0.04499524881060742,30,58.10163333333333
U1482,Barnacle,B1,0,100.6852,0,0.014908474553033776,0.02643156214695132,30,58.10163333333333
U1482,Calanoid copepod,B1,15.7234,100.6852,0.15616396451514225,0.16857974143540191,0.192584098910458,30,58.10163333333333
U1482,Cladoceran,B1,0,100.6852,0,0.0050393944285253775,0.023124063538421905,30,58.10163333333333
U1482,Decapod,B1,2.464,100.6852,0.024472315692872438,0.011615619774954221,0.018634652311342346,30,58.10163333333333
U1482,Euphausiid,B1,0,100.6852,0,7.955407536246921e-4,0.0018589953387540203,30,58.10163333333333
U1482,Larvacean,B1,80.696,100.6852,0.8014683389415723,0.7652448308408177,0.19661356002254066,30,58.10163333333333
U1482,Other,B1,1.8018,100.6852,0.01789538085041297,0.016529779028890017,0.05155084717778101,30,58.10163333333333
U1483,Amphipod,B1,0,49.0952,0,0.017286619184752293,0.04499524881060742,30,58.10163333333333
U1483,Barnacle,B1,0.0154,49.0952,3.1367628607277293e-4,0.014908474553033776,0.02643156214695132,30,58.10163333333333
U1483,Calanoid copepod,B1,2.002,49.0952,0.04077791718946047,0.16857974143540191,0.192584098910458,30,58.10163333333333
U1483,Cladoceran,B1,0,49.0952,0,0.0050393944285253775,0.023124063538421905,30,58.10163333333333
U1483,Decapod,B1,0.154,49.0952,0.003136762860727729,0.011615619774954221,0.018634652311342346,30,58.10163333333333
U1483,Euphausiid,B1,0,49.0952,0,7.955407536246921e-4,0.0018589953387540203,30,58.10163333333333
U1483,Larvacean,B1,46.662,49.0952,0.9504391468005019,0.7652448308408177,0.19661356002254066,30,58.10163333333333
U1483,Other,B1,0.2618,49.0952,0.005332496863237139,0.016529779028890017,0.05155084717778101,30,58.10163333333333
U1484,Amphipod,B3,0.077,40.7946,0.0018875047187617967,0.006916091600072268,0.013242009059103447,16,47.68995
U1484,Barnacle,B3,0.3388,40.7946,0.008305020762551905,0.3454402062894484,0.26613501279862734,16,47.68995
U1484,Calanoid copepod,B3,14.1988,40.7946,0.3480558701396753,0.28123553299061,0.23751419042558794,16,47.68995
U1484,Cladoceran,B3,0.0154,40.7946,3.7750094375235937e-4,0.0023240529428443196,0.0026765855278031224,16,47.68995
U1484,Decapod,B3,0.5544,40.7946,0.013590033975084938,0.04386180551324643,0.061090145261530615,16,47.68995
U1484,Euphausiid,B3,0,40.7946,0,9.057971014492753e-4,0.003623188405797101,16,47.68995
U1484,Larvacean,B3,15.708,40.7946,0.38505096262740657,0.05136292420824727,0.09853792519642605,16,47.68995
U1484,Other,B3,9.9022,40.7946,0.24273310683276708,0.26795358935408203,0.21490170771902428,16,47.68995
U1485,Amphipod,B1,0,36.282399999999996,0,0.017286619184752293,0.04499524881060742,30,58.10163333333333
U1485,Barnacle,B1,0.0308,36.282399999999996,8.488964346349746e-4,0.014908474553033776,0.02643156214695132,30,58.10163333333333
U1485,Calanoid copepod,B1,1.0934,36.282399999999996,0.0301358234295416,0.16857974143540191,0.192584098910458,30,58.10163333333333
U1485,Cladoceran,B1,0,36.282399999999996,0,0.0050393944285253775,0.023124063538421905,30,58.10163333333333
U1485,Decapod,B1,0.077,36.282399999999996,0.0021222410865874364,0.011615619774954221,0.018634652311342346,30,58.10163333333333
U1485,Euphausiid,B1,0,36.282399999999996,0,7.955407536246921e-4,0.0018589953387540203,30,58.10163333333333
U1485,Larvacean,B1,34.65,36.282399999999996,0.9550084889643464,0.7652448308408177,0.19661356002254066,30,58.10163333333333
U1485,Other,B1,0.43119999999999997,36.282399999999996,0.011884550084889645,0.016529779028890017,0.05155084717778101,30,58.10163333333333
U1486,Amphipod,B3,0.77,72.611,0.010604453870625662,0.006916091600072268,0.013242009059103447,16,47.68995
U1486,Barnacle,B3,1.9096000000000002,72.611,0.026299045599151645,0.3454402062894484,0.26613501279862734,16,47.68995
U1486,Calanoid copepod,B3,17.8948,72.611,0.2464475079533404,0.28123553299061,0.23751419042558794,16,47.68995
U1486,Cladoceran,B3,0,72.611,0,0.0023240529428443196,0.0026765855278031224,16,47.68995
U1486,Decapod,B3,1.078,72.611,0.014846235418875928,0.04386180551324643,0.061090145261530615,16,47.68995
U1486,Euphausiid,B3,0,72.611,0,9.057971014492753e-4,0.003623188405797101,16,47.68995
U1486,Larvacean,B3,9.856,72.611,0.13573700954400847,0.05136292420824727,0.09853792519642605,16,47.68995
U1486,Other,B3,41.1026,72.611,0.5660657476139979,0.26795358935408203,0.21490170771902428,16,47.68995
U1487,Amphipod,B1,0,22.6842,0,0.017286619184752293,0.04499524881060742,30,58.10163333333333
U1487,Barnacle,B1,0.8932,22.6842,0.039375424304141204,0.014908474553033776,0.02643156214695132,30,58.10163333333333
U1487,Calanoid copepod,B1,0,22.6842,0,0.16857974143540191,0.192584098910458,30,58.10163333333333
U1487,Cladoceran,B1,0,22.6842,0,0.0050393944285253775,0.023124063538421905,30,58.10163333333333
U1487,Decapod,B1,0,22.6842,0,0.011615619774954221,0.018634652311342346,30,58.10163333333333
U1487,Euphausiid,B1,0,22.6842,0,7.955407536246921e-4,0.0018589953387540203,30,58.10163333333333
U1487,Larvacean,B1,16.17,22.6842,0.7128309572301427,0.7652448308408177,0.19661356002254066,30,58.10163333333333
U1487,Other,B1,5.621,22.6842,0.24779361846571624,0.016529779028890017,0.05155084717778101,30,58.10163333333333
U1488,Amphipod,B1,0.0154,39.0082,3.9478878799842083e-4,0.017286619184752293,0.04499524881060742,30,58.10163333333333
U1488,Barnacle,B1,1.2628,39.0082,0.03237268061587051,0.014908474553033776,0.02643156214695132,30,58.10163333333333
U1488,Calanoid copepod,B1,7.607600000000001,39.0082,0.1950256612712199,0.16857974143540191,0.192584098910458,30,58.10163333333333
U1488,Cladoceran,B1,0.0308,39.0082,7.895775759968417e-4,0.0050393944285253775,0.023124063538421905,30,58.10163333333333
U1488,Decapod,B1,0.3388,39.0082,0.008685353335965257,0.011615619774954221,0.018634652311342346,30,58.10163333333333
U1488,Euphausiid,B1,0,39.0082,0,7.955407536246921e-4,0.0018589953387540203,30,58.10163333333333
U1488,Larvacean,B1,23.87,39.0082,0.6119226213975523,0.7652448308408177,0.19661356002254066,30,58.10163333333333
U1488,Other,B1,5.8828000000000005,39.0082,0.15080931701539677,0.016529779028890017,0.05155084717778101,30,58.10163333333333
U1499,Amphipod,A1,0,45.7534,0,0.007599326663859872,0.019739373969296738,112,93.7002
U1499,Barnacle,A1,0,45.7534,0,6.583542855726103e-4,0.0020917517333810965,112,93.7002
