ufn,date,year,month,day,location,region,site,forklength,fishweight,corrected.bolus.ww,phylum,class,order,infraorder,family,genus,species,plot.taxon.g,plot.taxon.d,life.stage,DI,count,size,length.avg,corrected.prey.weight,corrected.ww,corrected.weight
U834,2015-06-05,2015,6,5,DI,Central,D09,116,15.2,50.05,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,NA,Decapod,Digested decapod,NA,4,6,05-Feb,NA,0.616,NA,NA
U834,2015-06-05,2015,6,5,DI,Central,D09,116,15.2,50.05,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,23.716,NA,NA
U834,2015-06-05,2015,6,5,DI,Central,D09,116,15.2,50.05,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,furcilia,1,1,05-Feb,2.75,0.077,NA,NA
U834,2015-06-05,2015,6,5,DI,Central,D09,116,15.2,50.05,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,NA,4,1,10-May,NA,0.154,NA,NA
U834,2015-06-05,2015,6,5,DI,Central,D09,116,15.2,50.05,Chordata,Actinopterygii,NA,NA,NA,NA,NA,Other,Actinopterygii,NA,1,1,<1,0.8,0.077,NA,NA
U834,2015-06-05,2015,6,5,DI,Central,D09,116,15.2,50.05,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,1,05-Feb,3,0.308,NA,NA
U834,2015-06-05,2015,6,5,DI,Central,D09,116,15.2,50.05,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,NA,2,68,05-Feb,2.46,9.086,NA,NA
U834,2015-06-05,2015,6,5,DI,Central,D09,116,15.2,50.05,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Themisto,NA,Amphipod,Hyperiidae,NA,4,2,05-Feb,2.5,0.462,NA,NA
U834,2015-06-05,2015,6,5,DI,Central,D09,116,15.2,50.05,Arthropoda,Maxillopoda,Calanoida,NA,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,NA,1,1,02-Jan,1.5,0.077,NA,NA
U834,2015-06-05,2015,6,5,DI,Central,D09,116,15.2,50.05,Arthropoda,Maxillopoda,Calanoida,NA,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,NA,2,1,02-Jan,1.5,0.077,NA,NA
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,nauplius,2,2,<1,0.63,0.0154,NA,NA
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,NA,4,18,05-Feb,NA,4.62,151.69,4.62
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Chaetognatha,NA,NA,NA,NA,NA,NA,Other,Chaetognatha,NA,2,1,>10,20,2.156,NA,NA
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Arthropoda,Maxillopoda,Poecilostomatoida,NA,Corycaeidae,Corycaeus,NA,Other,Corycaeus,NA,1,1,<1,0.9,0.077,NA,NA
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,8.316,151.69,8.316
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Arthropoda,Insecta,Diptera,NA,NA,NA,NA,Other,Diptera,NA,4,1,05-Feb,4,10.01,NA,NA
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,1,61,05-Feb,2.88,46.662,NA,NA
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,90,05-Feb,2.5,41.426,NA,NA
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,3,72,05-Feb,2.5,24.332,NA,NA
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,4,21,05-Feb,NA,6.006,151.69,6.006
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,NA,4,4,05-Feb,4.63,1.694,NA,NA
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Arthropoda,Maxillopoda,Calanoida,NA,Euchaetidae,Paraeuchaeta,NA,Calanoid copepod,Paraeuchaeta,NA,4,1,05-Feb,NA,1.078,151.69,1.078
U854,2015-06-06,2015,6,6,JS,South,J07,113,13.3,151.69,Nematoda,Secernentea,Ascaridida,NA,Anisakidae,Anisakis,NA,Other,Anisakis,NA,2,1,05-Feb,4.9,0.616,NA,NA
U855,2015-06-06,2015,6,6,JS,South,J07,115,13.1,187.11,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,NA,2,1,<1,0.75,0.0154,NA,NA
U855,2015-06-06,2015,6,6,JS,South,J07,115,13.1,187.11,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,NA,4,14,05-Feb,NA,4.004,187.11,4.004
U855,2015-06-06,2015,6,6,JS,South,J07,115,13.1,187.11,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,NA,1,2,05-Feb,3.4,2.926,NA,NA
U855,2015-06-06,2015,6,6,JS,South,J07,115,13.1,187.11,Arthropoda,Maxillopoda,Calanoida,NA,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,NA,2,1,05-Feb,3.5,1.694,NA,NA
U855,2015-06-06,2015,6,6,JS,South,J07,115,13.1,187.11,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,1,96,05-Feb,2.68,64.218,NA,NA
U855,2015-06-06,2015,6,6,JS,South,J07,115,13.1,187.11,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,122,05-Feb,2.55,61.138,NA,NA
U855,2015-06-06,2015,6,6,JS,South,J07,115,13.1,187.11,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,3,64,05-Feb,2.5,33.418,NA,NA
U855,2015-06-06,2015,6,6,JS,South,J07,115,13.1,187.11,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,4,45,05-Feb,NA,15.708,187.11,15.708
U878,2015-06-06,2015,6,6,JS,South,J07,103,11.4,99.946,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,NA,1,1,05-Feb,3.5,0.924,NA,NA
U878,2015-06-06,2015,6,6,JS,South,J07,103,11.4,99.946,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,0.308,99.95,0.308
U878,2015-06-06,2015,6,6,JS,South,J07,103,11.4,99.946,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,1,61,05-Feb,2.75,39.116,NA,NA
U878,2015-06-06,2015,6,6,JS,South,J07,103,11.4,99.946,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,102,05-Feb,2.63,41.58,NA,NA
U878,2015-06-06,2015,6,6,JS,South,J07,103,11.4,99.946,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,3,54,05-Feb,2.63,16.94,NA,NA
U878,2015-06-06,2015,6,6,JS,South,J07,103,11.4,99.946,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,4,18,05-Feb,NA,8.624,99.95,8.624
U879,2015-06-06,2015,6,6,JS,South,J07,101,12,119.812,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,NA,2,1,<1,0.5,0.077,NA,NA
U879,2015-06-06,2015,6,6,JS,South,J07,101,12,119.812,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,NA,4,9,05-Feb,NA,2.772,119.81,2.772
U879,2015-06-06,2015,6,6,JS,South,J07,101,12,119.812,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,1.078,119.81,1.078
U879,2015-06-06,2015,6,6,JS,South,J07,101,12,119.812,NA,NA,NA,NA,NA,NA,NA,Other,Digested,NA,1,1,<1,NA,0.154,119.81,0.154
U879,2015-06-06,2015,6,6,JS,South,J07,101,12,119.812,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,1,98,05-Feb,2.8,59.598,NA,NA
U879,2015-06-06,2015,6,6,JS,South,J07,101,12,119.812,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,87,05-Feb,2.8,39.116,NA,NA
U879,2015-06-06,2015,6,6,JS,South,J07,101,12,119.812,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,3,64,05-Feb,2.8,20.174,NA,NA
U879,2015-06-06,2015,6,6,JS,South,J07,101,12,119.812,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,4,14,05-Feb,NA,3.388,119.81,3.388
U916,2015-06-06,2015,6,6,JS,South,J07,108,12.1,184.646,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,NA,4,11,05-Feb,NA,4.62,184.65,4.62
U916,2015-06-06,2015,6,6,JS,South,J07,108,12.1,184.646,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,NA,1,1,05-Feb,3.6,1.54,NA,NA
U916,2015-06-06,2015,6,6,JS,South,J07,108,12.1,184.646,Chaetognatha,NA,NA,NA,NA,NA,NA,Other,Chaetognatha,NA,4,2,>10,16,4.004,NA,NA
U916,2015-06-06,2015,6,6,JS,South,J07,108,12.1,184.646,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,1.386,184.65,1.386
U916,2015-06-06,2015,6,6,JS,South,J07,108,12.1,184.646,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,1,126,05-Feb,2.93,84.084,NA,NA
U916,2015-06-06,2015,6,6,JS,South,J07,108,12.1,184.646,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,128,05-Feb,2.75,61.6,NA,NA
U916,2015-06-06,2015,6,6,JS,South,J07,108,12.1,184.646,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,3,39,05-Feb,2.75,12.782,NA,NA
U916,2015-06-06,2015,6,6,JS,South,J07,108,12.1,184.646,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,4,15,05-Feb,NA,8.47,184.65,8.47
U917,2015-06-06,2015,6,6,JS,South,J07,113,14.9,140.294,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,NA,1,1,05-Feb,4.1,1.848,NA,NA
U917,2015-06-06,2015,6,6,JS,South,J07,113,14.9,140.294,Chaetognatha,NA,NA,NA,NA,NA,NA,Other,Chaetognatha,NA,3,1,>10,15,1.232,NA,NA
U917,2015-06-06,2015,6,6,JS,South,J07,113,14.9,140.294,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,4.466,140.29,4.466
U917,2015-06-06,2015,6,6,JS,South,J07,113,14.9,140.294,Mollusca,Gastropoda,Thecosomata,NA,Limacinidae,Limacina,helicina,Other,Limacina,NA,1,7,02-Jan,1.5,11.088,NA,NA
U917,2015-06-06,2015,6,6,JS,South,J07,113,14.9,140.294,Mollusca,Gastropoda,Thecosomata,NA,Limacinidae,Limacina,helicina,Other,Limacina,NA,2,1,05-Feb,2.1,2.31,NA,NA
U917,2015-06-06,2015,6,6,JS,South,J07,113,14.9,140.294,Mollusca,Gastropoda,Thecosomata,NA,Limacinidae,Limacina,helicina,Other,Limacina,NA,4,1,05-Feb,NA,6.314,140.29,6.314
U917,2015-06-06,2015,6,6,JS,South,J07,113,14.9,140.294,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,1,71,05-Feb,2.68,48.048,NA,NA
U917,2015-06-06,2015,6,6,JS,South,J07,113,14.9,140.294,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,55,05-Feb,2.68,27.104,NA,NA
U917,2015-06-06,2015,6,6,JS,South,J07,113,14.9,140.294,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,3,41,05-Feb,2.68,17.864,NA,NA
U917,2015-06-06,2015,6,6,JS,South,J07,113,14.9,140.294,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,4,27,05-Feb,NA,8.932,140.29,8.932
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,Arthropoda,Maxillopoda,Calanoida,NA,Aetideidae,Aetideus,NA,Calanoid copepod,Aetideus,NA,1,1,02-Jan,1.9,0.077,NA,NA
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,NA,1,1,<1,0.75,0.077,NA,NA
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,NA,4,75,05-Feb,NA,17.71,205.59,17.71
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,12.32,205.59,12.32
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,calytopsis,3,1,05-Feb,3,0.077,NA,NA
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,furcilia,1,1,05-Feb,3.5,0.154,NA,NA
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,furcilia,4,1,05-Feb,NA,0,NA,NA
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,1,123,05-Feb,2.7,86.24,NA,NA
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,111,05-Feb,2.7,53.13,NA,NA
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,3,52,05-Feb,2.7,18.788,NA,NA
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,4,24,05-Feb,2.7,8.316,NA,NA
U931,2015-06-06,2015,6,6,JS,South,J07,121,14.6,205.59,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,NA,4,7,05-Feb,NA,1.078,205.59,1.078
U932,2015-06-06,2015,6,6,JS,South,J07,132,19.2,108.416,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,NA,4,67,05-Feb,NA,20.02,108.42,20.02
U932,2015-06-06,2015,6,6,JS,South,J07,132,19.2,108.416,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,NA,2,1,05-Feb,4.5,1.694,NA,NA
U932,2015-06-06,2015,6,6,JS,South,J07,132,19.2,108.416,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,2.772,108.42,2.772
U932,2015-06-06,2015,6,6,JS,South,J07,132,19.2,108.416,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,1,43,05-Feb,2.8,31.724,NA,NA
U932,2015-06-06,2015,6,6,JS,South,J07,132,19.2,108.416,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,56,05-Feb,2.75,25.102,NA,NA
U932,2015-06-06,2015,6,6,JS,South,J07,132,19.2,108.416,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,3,39,05-Feb,2.75,12.782,NA,NA
U932,2015-06-06,2015,6,6,JS,South,J07,132,19.2,108.416,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,4,14,05-Feb,NA,3.85,108.42,3.85
U933,2015-06-06,2015,6,6,JS,South,J07,118,17,125.972,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,NA,4,13,05-Feb,NA,6.314,125.97,6.314
U933,2015-06-06,2015,6,6,JS,South,J07,118,17,125.972,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,NA,2,1,05-Feb,4.5,2.156,NA,NA
U933,2015-06-06,2015,6,6,JS,South,J07,118,17,125.972,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,1.54,125.97,1.54
U933,2015-06-06,2015,6,6,JS,South,J07,118,17,125.972,Mollusca,Gastropoda,Thecosomata,NA,Limacinidae,Limacina,helicina,Other,Limacina,NA,2,4,02-Jan,1.6,6.16,NA,NA
U933,2015-06-06,2015,6,6,JS,South,J07,118,17,125.972,Mollusca,Gastropoda,Thecosomata,NA,Limacinidae,Limacina,helicina,Other,Limacina,NA,3,3,02-Jan,1.6,6.776,NA,NA
U933,2015-06-06,2015,6,6,JS,South,J07,118,17,125.972,Mollusca,Gastropoda,Thecosomata,NA,Limacinidae,Limacina,helicina,Other,Limacina,NA,4,1,02-Jan,NA,7.238,125.97,7.238
U933,2015-06-06,2015,6,6,JS,South,J07,118,17,125.972,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,1,55,05-Feb,3.2,46.97,NA,NA
U933,2015-06-06,2015,6,6,JS,South,J07,118,17,125.972,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,46,05-Feb,3.2,27.874,NA,NA
U933,2015-06-06,2015,6,6,JS,South,J07,118,17,125.972,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,3,24,05-Feb,3.2,9.702,NA,NA
U933,2015-06-06,2015,6,6,JS,South,J07,118,17,125.972,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,4,14,05-Feb,NA,6.006,125.97,6.006
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,NA,4,18,05-Feb,NA,6.622,136.14,6.622
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,NA,1,1,05-Feb,3.5,1.078,NA,NA
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,Chaetognatha,NA,NA,NA,NA,NA,NA,Other,Chaetognatha,NA,4,1,10-May,NA,1.386,136.14,1.386
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,3.388,136.14,3.388
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,Arthropoda,Maxillopoda,Calanoida,NA,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,NA,1,1,05-Feb,2.9,0.77,NA,NA
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,Arthropoda,Maxillopoda,Calanoida,NA,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,NA,4,1,05-Feb,NA,0.616,136.14,0.616
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,Mollusca,Gastropoda,Thecosomata,NA,Limacinidae,Limacina,helicina,Other,Limacina,NA,2,5,02-Jan,1.65,9.24,NA,NA
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,Mollusca,Gastropoda,Thecosomata,NA,Limacinidae,Limacina,helicina,Other,Limacina,NA,4,1,02-Jan,NA,2.618,136.14,2.618
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,1,75,05-Feb,2.7,60.676,NA,NA
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,55,05-Feb,2.7,30.492,NA,NA
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,3,25,05-Feb,2.7,13.552,NA,NA
U934,2015-06-06,2015,6,6,JS,South,J07,117,19.8,136.136,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,4,11,05-Feb,NA,5.544,136.14,5.544
U935,2015-06-06,2015,6,6,JS,South,J07,119,17.9,147.686,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,NA,2,1,<1,0.7,0,NA,NA
U935,2015-06-06,2015,6,6,JS,South,J07,119,17.9,147.686,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,NA,4,20,05-Feb,NA,5.852,147.69,5.852
U935,2015-06-06,2015,6,6,JS,South,J07,119,17.9,147.686,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,NA,1,1,05-Feb,4.6,2.618,NA,NA
U935,2015-06-06,2015,6,6,JS,South,J07,119,17.9,147.686,Chaetognatha,NA,NA,NA,NA,NA,NA,Other,Chaetognatha,NA,3,1,>10,13,2.464,NA,NA
U935,2015-06-06,2015,6,6,JS,South,J07,119,17.9,147.686,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,1.386,147.69,1.386
U935,2015-06-06,2015,6,6,JS,South,J07,119,17.9,147.686,Mollusca,Gastropoda,Thecosomata,NA,Limacinidae,Limacina,helicina,Other,Limacina,NA,2,2,02-Jan,1.15,1.54,NA,NA
U935,2015-06-06,2015,6,6,JS,South,J07,119,17.9,147.686,Mollusca,Gastropoda,Thecosomata,NA,Limacinidae,Limacina,helicina,Other,Limacina,NA,4,1,02-Jan,2,3.388,NA,NA
U935,2015-06-06,2015,6,6,JS,South,J07,119,17.9,147.686,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,1,74,05-Feb,2.9,52.668,NA,NA
U935,2015-06-06,2015,6,6,JS,South,J07,119,17.9,147.686,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,102,05-Feb,2.9,44.66,NA,NA
U935,2015-06-06,2015,6,6,JS,South,J07,119,17.9,147.686,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,3,62,05-Feb,2.9,23.1,NA,NA
U935,2015-06-06,2015,6,6,JS,South,J07,119,17.9,147.686,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,4,15,05-Feb,NA,4.774,147.69,4.774
U944,2015-06-07,2015,6,7,JS,North,J06,111,11.6,6.314,Arthropoda,Maxillopoda,Calanoida,NA,Aetideidae,Aetideus,NA,Calanoid copepod,Aetideus,NA,1,1,05-Feb,2.1,0.154,NA,NA
U944,2015-06-07,2015,6,7,JS,North,J06,111,11.6,6.314,Arthropoda,Maxillopoda,Calanoida,NA,Aetideidae,Aetideus,NA,Calanoid copepod,Aetideus,NA,3,1,02-Jan,1.4,0.077,NA,NA
U944,2015-06-07,2015,6,7,JS,North,J06,111,11.6,6.314,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,nauplius,1,2,<1,0.78,0.077,NA,NA
U944,2015-06-07,2015,6,7,JS,North,J06,111,11.6,6.314,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,NA,4,4,02-Jan,NA,0.154,NA,NA
U944,2015-06-07,2015,6,7,JS,North,J06,111,11.6,6.314,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Calanoid <2mm,NA,2,1,02-Jan,1.25,0.077,NA,NA
U944,2015-06-07,2015,6,7,JS,North,J06,111,11.6,6.314,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Calanoid <2mm,NA,3,1,02-Jan,1.6,0.0154,NA,NA
U944,2015-06-07,2015,6,7,JS,North,J06,111,11.6,6.314,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,NA,3,1,05-Feb,3.5,0.924,NA,NA
U944,2015-06-07,2015,6,7,JS,North,J06,111,11.6,6.314,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,NA,4,1,05-Feb,NA,0.154,NA,NA
U944,2015-06-07,2015,6,7,JS,North,J06,111,11.6,6.314,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,NA,5,NA,NA,NA,0.077,NA,NA
U944,2015-06-07,2015,6,7,JS,North,J06,111,11.6,6.314,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,NA,2,1,05-Feb,3,0.077,NA,NA
